article,biomonitoring,biomonitoring/effect_marker,biomonitoring/effect_marker/biomarker,biomonitoring/effect_marker/biomarker/gene,biomonitoring/effect_marker/biomarker/molecule,biomonitoring/effect_marker/biomarker/molecule/lipid,biomonitoring/effect_marker/biomarker/molecule/other_molecule,biomonitoring/effect_marker/biomarker/molecule/protein,biomonitoring/effect_marker/biomarker/other,biomonitoring/effect_marker/biomarker/oxidative_stress,biomonitoring/effect_marker/physiological_parameter,biomonitoring/exposure_biomarker,biomonitoring/exposure_biomarker/adipose_tissue,biomonitoring/exposure_biomarker/blood,biomonitoring/exposure_biomarker/blood/children,biomonitoring/exposure_biomarker/blood/cord_blood,biomonitoring/exposure_biomarker/blood/pregnant_women,biomonitoring/exposure_biomarker/blood/workers,biomonitoring/exposure_biomarker/hair_nail,biomonitoring/exposure_biomarker/hair_nail/children,biomonitoring/exposure_biomarker/hair_nail/pregnant_women,biomonitoring/exposure_biomarker/hair_nail/workers,biomonitoring/exposure_biomarker/mothers_milk,biomonitoring/exposure_biomarker/other,biomonitoring/exposure_biomarker/placenta,biomonitoring/exposure_biomarker/urine,biomonitoring/exposure_biomarker/urine/children,biomonitoring/exposure_biomarker/urine/pregnant_women,biomonitoring/exposure_biomarker/urine/workers,exposure_routes,exposure_routes/combined,exposure_routes/dermal_uptake,exposure_routes/dermal_uptake/children,exposure_routes/dermal_uptake/pregnant_women,exposure_routes/dermal_uptake/workers,exposure_routes/inhalation,exposure_routes/inhalation/modeled_exposure,exposure_routes/inhalation/modeled_exposure/children,exposure_routes/inhalation/modeled_exposure/pregnant_women,exposure_routes/inhalation/modeled_exposure/workers,exposure_routes/inhalation/other,exposure_routes/inhalation/other/children,exposure_routes/inhalation/other/pregnant_women,exposure_routes/inhalation/other/workers,exposure_routes/inhalation/personal_measurement,exposure_routes/inhalation/personal_measurement/children,exposure_routes/inhalation/personal_measurement/pregnant_women,exposure_routes/inhalation/personal_measurement/workers,exposure_routes/oral_intake,exposure_routes/oral_intake/drinking_water,exposure_routes/oral_intake/drinking_water/children,exposure_routes/oral_intake/drinking_water/pregnant_women,exposure_routes/oral_intake/dust,exposure_routes/oral_intake/dust/children,exposure_routes/oral_intake/dust/pregnant_women,exposure_routes/oral_intake/dust/workers,exposure_routes/oral_intake/food,exposure_routes/oral_intake/food/children,exposure_routes/oral_intake/food/pregnant_women,exposure_routes/oral_intake/products,exposure_routes/oral_intake/products/children,exposure_routes/oral_intake/products/pregnant_women,exposure_routes/oral_intake/soil,exposure_routes/oral_intake/soil/children,exposure_routes/oral_intake/soil/pregnant_women,exposure_routes/oral_intake/soil/workers,site_comparisons,site_comparisons/polluted_area,site_comparisons/workplace
"Sawmill workers in British Columbia ( B.C. ) , Canada , have been exposed to chlorophenate fungicides which are known to be contaminated with polychlorinated dibenzo-p-dioxins ( PCDDs ) and polychlorinated dibenzofurans ( PCDFs ) .
Due to concern about the potential of these workers to have significant body burdens of PCDD/Fs , and the absence of measurements in these workers , a single-compartment pharmacokinetic model was developed to estimate the concentration of PCDD/Fs in the fat tissue of the sawmill workers .
Data from a large cohort of B.C. sawmill workers and literature-based data on chlorophenate exposures and PCDD/F concentrations in chlorophenates were used in Monte Carlo simulations to predict a PCDD/F body burden distribution .
The median concentrations of HxCDF and HpCDF predicted using the model for the B.C. sawmill worker population exceeded the range measured in unexposed populations .
PeCDF and OCDF concentrations exceeded the range measured in unexposed populations at the 70th percentile of the model-predicted distribution , and PeCDD at the 90th percentile .
The primary limitation of the model was the scarcity of input data about actual dermal and inhalation exposures to chlorophenates .",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Cadmium ( Cd ) , a known human carcinogen , is one of the components of tobacco and also has many industrial uses .
Smoking Cd-contaminated cigarettes at work may cause an increase in blood levels and toxicity of Cd .
For a population of nonexposed workers , we compared blood Cd and urine cotinine ( Cot ) levels as biological markers of exposure to cigarette smoke of active smokers ( AS ) and passive smokers ( PS ) with those of unexposed nonsmokers ( UNS ) in 158 workers .
The mean Cd in AS ( 0.097 microgram% ; ie , 0.097 microgram/100 mL whole blood ) was significantly higher than in UNS ( 0.085 microgram% ) , and was very close to the mean Cd levels in PS ( 0.093 microgram% ) .
Mean Cd levels in exposed past smokers ( 0.105 microgram% was higher than in nonexposed past smokers ( P < 0.05 ) and in AS .
The mean Cot level was significantly higher in AS than in PS or in UNS .
Increased smoking was associated directly with increased blood Cd and urine Cot .
Our results supported and proved quantitatively that exposure to cigarette smoke is harmful to both AS and PS , as we show that in both cases there is an increase in blood Cd .
According to our results , exposure to cigarette smoke via active and passive smoking increases blood Cd by an average of 0.01 micrograms% over the background ( UNS ) .
We conclude that exposure to cigarette smoke is a confounder to be taken into account when carrying out epidemiological studies and surveillance programs on workers exposed to Cd at work .",1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Arsenic residues in the communities surrounding former smelters remain a public health concern , especially for infants and children .
To evaluate environmental exposure among these children , a population-based cross-sectional study was conducted in the vicinity of a former copper smelter in Anaconda , Montana .
A total of 414 children less than 72 months old were recruited .
First morning voided urine samples and environmental samples were collected for arsenic measurements .
The geometric mean of speciated urinary arsenic was 8.6 microg/liter ( GSD = 1.7 , N = 289 ) .
Average arsenic levels of different types of soil ranged from 121 to 236 microg/g and were significantly related to proximity and wind direction to the smelter site .
The same significant relationship was observed for interior dust arsenic .
Speciated urinary arsenic was found to be significantly related to soil arsenic in bare areas in residential yards ( P < 0.0005 ) .
In general , elevated excretion of arsenic was demonstrable and warranted parents ' attention to reduce exposure of their children to environmental arsenic .",1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
"Elemental analysis of scalp hair of locomotive shed workers and industrial welders was used to study occupational exposure .
Instrumental neutron activation analysis ( INAA ) was used for the determination of 17 elements , Ba , Br , Ca , Co , Cr , Cu , Fe , Hg , K , Mn , Na , P , Sb , Sc , Se , Th and Zn .
Most elements show normal distribution at 95% confidence level .
Further statistical significance was tested by correlation coefficient and regression coefficients ( r2 ) .
Comparison of mean elemental contents of the subjects with controls shows a significant enhancement of Ca , Cr , Fe , Co , Na , Sc and Th , but declining trends for Br , Cu , P , Sb and Zn in locomotive shed workers .
In the case of welders : Ba , Co , Cu , K , Mn , Sc and Sb show enhancement whereas Br , Cr , Hg , Se , Th and Zn exhibit depletion .
Elemental contents have been correlated with possible sources of origin .
Comparison of mean elemental data for the present population around Nagpur city matches well with the reported data for Bombay and Delhi .
Comparative data from other countries are also presented .",1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Mercury concentrations were determined in scalp hair of 233 school children aged 6-16 years .
The study was carried out in three communities ( Flix , Tarragona and Tortosa ) from Tarragona Province ( Southern Catalonia , Spain ) .
The influence of the variables place of residence , age , sex , fish and seafood consumption , number of dental amalgam fillings , hair color , parents ' occupation , and smoking habits of the household members was also examined .
The geometric mean mercury concentration in hair was 0.77 microgram/g .
The place of residence , sex , and the frequency in consuming fish and seafood were the variables that significantly affected hair mercury concentrations .
Girls had more mercury in their hair than boys , whereas hair mercury levels were significantly correlated with the frequency in the fish and seafood consumption , with the levels being more elevated when the fish and seafood consumption was also higher .
Hair mercury concentrations were also affected by the place of residence , with school children of Flix showing lower mercury concentrations than those found in children from Tarragona and Tortosa .
The remaining variables had no influence on hair mercury levels .",1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0
"Relationships between alterations in the profile of urinary arsenic ( As ) species and the presence of cutaneous signs of arsenicism were studied in Region Lagunera , Mexico .
The use of urinary concentrations of putative substrates and products of the As metabolism pathway , as indicators of metabolic efficiency is also discussed .
Arsenic was determined by hydride generation atomic absorption spectrophotometry and separation of As species was performed by ion exchange chromatography .
The exposed group had an average of 0.408 mg As/l of total As ( TAs ) in their drinking water , whereas "" control ' individuals had 0.031 mg/l .
Urinary concentrations of arsenic species and TAs were 20 to 95 times higher in the exposed group .
Significant increases in the relative proportions of inorganic arsenic ( Asi ) and monomethylarsonic acid ( MMA ) , accompanied by decreases of dimethylarsinic acid ( DMA ) were also found in exposed individuals .
Therefore , significant decreases in the value of the MMA/Asi , DMA/MMA and DMA/ Asi ratios were observed , suggesting a decreased As methylating ability .
Exposed individuals bearing cutaneous signs had a significantly longer time of exposure , higher urinary concentrations and proportions of MMA and MMA/Asi values , and significantly lower DMA/ MMA than exposed individuals without cutaneous signs .
Further research is needed to identify better parameters for assessing the efficiency of As metabolism in chronically exposed populations and to confirm the potential relationship between metabolic alterations and overt signs of As toxicity .",1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
"We propose that in utero exposure to tobacco smoke products places a newborn at risk for persistent pulmonary hypertension of the newborn ( PPHN ) .
To test this hypothesis , infants with PPHN were identified .
Healthy newborns of similar ethnicity were identified as a comparison group .
Cord blood cotinine concentrations and maternal questionnaires were obtained .
The number of women exposed to tobacco smoke in each group ascertained by questionnaire was borderline significantly different ( 38.7% vs. 20.5% ; p = 0.080 ) .
However , more PPHN infants had detectable cotinine in their cord blood ( 64.5% vs. 28.2% ; p = 0.002 ) , and the median cotinine concentrations were significantly higher ( 5.2 ng/ml vs. 2 ng/ml ; p = 0.051 ) than the comparison infants .
Among infants delivered to nonsmoking women , more PPHN infants had detectable cotinine ( 50% vs. 19% ; p = 0.015 ) , and the cotinine concentrations were higher ( 3.5 ng/ml vs. 1.65 ng/ml ; p = 0.022 ) than the comparison group .
We conclude that active and passive smoking during pregnancy is a risk factor for PPHN .
Therefore , we recommend that pregnant women cease smoking and avoid environmental tobacco smoke .
Key words. cotinine , newborns , passive , persistent pulmonary hypertension , smoking , tobacco smoke pollution .",1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Benzene is a solvent strictly related to some industrial activities and to automotive emissions .
After the reduction in lead content of fuel gasoline , and the consequent decrease in octane number , an increase in benzene and other aromatic hydrocarbons in gasoline occurred .
Therefore , an increase in the concentration of these chemicals in the air as primary pollutants and as precursors of photochemical smog could occur in the future .
The objectives of this study were to describe the benzene air pollution at three sites in northwestern Italy throughout 1991 and 1994 ; to examine the relationship between benzene air pollution in indoor , outdoor , and personal air as measured by a group of nonsmoking university students ; and to determine the influence of environmental tobacco smoke on the level of benzene exposure in indoor air environments .
The results indicate a direct relationship between population density and levels of contamination ; an indoor/outdoor ratio of benzene air pollution higher than 1 during day and night ; a similar level of personal and indoor air contamination ; and a direct relationship between levels of personal exposure to benzene and intensity of exposure to tobacco smoke .
Human exposure to airborne benzene has been found to depend principally on indoor air contamination not only in the home but also in many other confined environments .",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Environmental exposures to benzene result in increases in body burden that are reflected in various biomarkers of exposure , including benzene in exhaled breath , benzene in blood and urinary trans-trans-muconic acid and S-phenylmercapturic acid .
A review of the literature indicates that these biomarkers can be used to distinguish populations with different levels of exposure ( such as smokers from nonsmokers and occupationally exposed from environmentally exposed populations ) and to determine differences in metabolism .
Biomarkers in humans have shown that the percentage of benzene metabolized by the ring-opening pathway is greater at environmental exposures than that at higher occupational exposures , a trend similar to that found in animal studies .
This suggests that the dose-response curve is nonlinear ; that potential different metabolic mechanisms exist at high and low doses ; and that the validity of a linear extrapolation of adverse effects measured at high doses to a population exposed to lower , environmental levels of benzene is uncertain .
Time-series measurements of the biomarker , exhaled breath , were used to evaluate a physiologically based pharmacokinetic ( PBPK ) model .
Biases were identified between the PBPK model predictions and experimental data that were adequately described using an empirical compartmental model .
It is suggested that a mapping of the PBPK model to a compartmental model can be done to optimize the parameters in the PBPK model to provide a future framework for developing a population physiologically based pharmacokinetic model .",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Phenol is not reliable as a biomarker for exposure to benzene at concentrations below 5 ppm ( 8-hr time-weighted average [ TWA] ) .
S-Phenylmercapturic acid ( S-PMA ) and trans-trans-muconic acid ( tt-MA ) , two minor urinary metabolites of benzene , have been proposed as biomarkers for low-level exposures .
The aim of this study was to compare their suitability as biomarkers .
S-PMA and tt-MA were determined in 434 urine samples collected from 188 workers in various settings in the petrochemical industry and from 52 control workers with no occupational exposure to benzene .
Benzene concentrations in the breathing zone of the potentially exposed workers were assessed by personal air monitoring .
Strong correlations were found between S-PMA and tt-MA concentrations in end-of-shift samples and between either of these parameters and airborne benzene concentrations .
Exposure to 1 ppm benzene ( 8-hr TWA ) leads to an average concentration in end-of-shift samples of 21 mol S-PMA and 1.5 mmol tt-MA per mol creatinine .
Of an inhaled dose of benzene , on average 0.11% ( range 0.05-0.26% ) was excreted as S-PMA with an apparent elimination half-life of 9.1 ( standard error [ SE ] 0.7 ) hr and 3.9% ( range 1.9-7.3% ) as tt-MA with a half-life of 5.0 ( SE 0.5 ) hr .
Due to its longer elimination half-life , S-PMA proved a more reliable biomarker than tt-MA for benzene exposures during 12-hr shifts .
Specificity of S-PMA , but not tt-MA , was sufficient to discriminate between the 14 moderate smokers and the 38 nonsmokers from the control group .
The mean urinary S-PMA was 1.71 ( SE 0.27 ) in smokers and 0.94 ( SE 0.15 ) mol/mol creatinine in nonsmokers ( p = 0.013 ) .
The mean urinary tt-MA was 0.046 ( SE 0.010 ) in smokers and 0.029 ( SE 0.013 ) mmol/mol creatinine in nonsmokers ( p = 0.436 ) .
The inferior specificity of tt-MA was due to relatively high background values of up to 0.56 mmol/mol creatinine , which may be found in nonexposed individuals and limits the use of tt-MA to concentrations of benzene over 1 ppm ( 8-hr TWA ) .
We conclude that S-PMA is superior to tt-MA as a biomarker for low-level benzene exposures because it is more specific , enabling reliable determination of benzene exposures down to 0.3 ppm ( 8-hr TWA ) , and because its longer half-life makes it more suited for biological monitoring of operators working in shifts longer than 8 hr .",1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
"To study the evolution of cytogenetic damage from past exposure to high concentrations of benzene and its health significance , chromosome aberrations ( CA ) in lymphocytes were reinvestigated after approximately 20 years in four subjects with past severe hemopathy and in seven controls studied in the late 1960s .
Increased chromosome-type aberrations were still present up to 30 years after benzene toxicity , but blood counts were normal .
The vital status at the end of 1993 was ascertained for 32 subjects with a history of benzene toxicity and for 31 controls studied for CA from 1965 to 1970 , who differed significantly for CA rates .
Of the 32 benzene-exposed subjects , 1 was lost to follow-up , 20 were still alive , and 11 had died at ages 36 to 83 , between 1 and 20 years after the last CA study .
Five deaths were from neoplasia ( acute erythroleukemia , brain tumor , cancer of lung , paranasal cavity , esophagus ) .
The decreased subjects had significantly higher rates of chromosome-type aberrations than those alive , and those who died of neoplasia had the highest rates of these aberrations in the last study before death or diagnosis of cancer .
Out of the 31 controls , 12 had died from 4 to 23 years after the CA study .
Three deaths were from neoplasia ( two lung cancer , one brain tumor ) .
Even if this is a small sample , the results suggest a higher risk of cancer for the benzene-exposed cohort , who had persistently high CA rates in lymphocytes .",1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"Cytogenetic analysis of peripheral blood lymphocytes was performed to detect cytogenetical alterations in 58 shoe workers ( 57 male and 1 female ) who had been exposed to particular mutagenic or carcinogenic agents and in 20 subjects selected from the general population as a control group .
Frequencies of damaged cells , including gaps , breaks , and rearrangements ( acentric fragment , deletion , translocations ) were scored for both groups .
The incidence of chromosomal aberrations ( particularly chromatid gaps and breaks ) in the study group was significantly higher than in the control group .
No effects of smoking were observed and breaks alone were found to be influenced by alcohol consumption .
No significant correlation was detected between the working period in the group exposed to benzene and frequency of chromosomal aberrations .
Benzene content was determined to be between 0 and 28.5% in eight kinds of glues studied by fractional distillation .
Hexane content ranged between 0 and 68.35% using the same method .
This study indicated that the content of benzene and hexane in the glues are above normal limits .",1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,1
"Fluorescence in situ hybridization ( FISH ) is a powerful new technique that allows numerical chromosome aberrations ( aneuploidy ) to be detected in interphase cells .
In previous studies , FISH has been used to demonstrate that the benzene metabolites hydroquinone and 1,2,4-benzenetriol induce aneuploidy of chromosomes 7 and 9 in cultures of human cells .
In the present study , we used an interphase FISH procedure to perform cytogenetic analyses on the blood cells of 43 workers exposed to benzene ( median = 31 ppm , 8-hr time-weighted average ) and 44 matched controls from Shanghai , China .
High benzene exposure ( > 31 ppm , n = 22 ) increased the hyperdiploid frequency of chromosome 9 ( p < 0.01 ) , but lower exposure ( < or = 31 ppm , n = 21 ) did not .
Trisomy 9 was the major form of benzene-induced hyperdiploidy .
The level of hyperploidy in exposed workers correlated with their urinary phenol level ( r = 0.58 , p < 0.0001 ) , a measure of internal benzene dose .
A significant correlation was also found between hyperdiploidy and decreased absolute lymphocyte count , an indicator of benzene hematotoxicity , in the exposed group ( r = -0.44 , p = 0.003 ) but not in controls ( r = -0.09 , p = 0.58 ) .
These results show that high benzene exposure induces aneuploidy of chromosome 9 in nondiseased individuals , with trisomy being the most prevalent form .
They further highlight the usefulness of interphase cytogenetics and FISH for the rapid and sensitive detection of aneuploidy in exposed human populations .",1,1,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
"An expanded cohort study of 74,828 benzene-exposed and 35,805 unexposed workers were followed during 1972 to 1987 , based on a previous study in 12 cities in China .
A small increase was observed in total cancer mortality among benzene-exposed compared with unexposed workers ( relative risk [ RR ] = 1.2 ) .
Statistically significant excesses were noted for leukemia ( RR = 2.3 ) , malignant lymphoma ( RR = 4.5 ) , and lung cancer ( RR = 1.4 ) .
When risks were evaluated by leukemia subtype , only acute myelogenous leukemia was significantly elevated ( RR = 3.1 ) , although nonsignificant excesses were also noted for chronic myelogenous leukemia ( RR = 2.6 ) and acute lymphocytic leukemia ( RR = 2.3 ) .
A significant excess was also found for aplastic anemia .",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
"We present a validation study of a quantitative retrospective exposure assessment method used in a follow-up study of workers exposed to benzene .
Assessment of exposure to benzene was carried out in 672 factories in 12 cities in China .
Historical exposure data were collected for 3179 unique job titles .
The basic unit for exposure assessment was a factory/work unit/job title combination over seven periods between 1949 and 1987 .
A total of 18,435 exposure estimates was developed , using all available historical information , including 8477 monitoring data .
Overall , 38% of the estimates were based on benzene monitoring data .
The highest time-weighted average exposures were observed for the rubber industry ( 30.7 ppm ) and for rubber glue applicators ( 52.6 ppm ) .
Because of its recognized link with benzene exposure , the association between a clinical diagnosis of benzene poisoning and benzene exposure was evaluated to validate the assessment method that we used in the cohort study .
Our confidence in the assessment method is supported by the observation of a strong positive trend between benzene poisoning and various measures , especially recent intensity of exposure to benzene .",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"A large cohort of 74,828 benzene-exposed and 35,805 nonexposed workers employed between 1972 and 1987 in 12 cities in China was followed to determine mortality from all causes .
Benzene-exposed study subjects were employed in a variety of occupations including coating applications , and rubber , chemical , and shoe production .
Mortality was slightly increased among workers with greater cumulative exposure to benzene ( ptrend < 0.05 ) , but this excess was largely due to cancer deaths ( ptrend < 0.01 ) .
Deaths due to lymphatic and hematopoietic malignancies ( ptrend = 0.01 ) and lung cancer ( ptrend = 0.01 ) increased with increasing cumulative exposure to benzene .
Investigations continue to relate benzene exposure to specific lymphatic and hematopoietic malignancies and other causes of death .",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
"Benzene is a recognized hematotoxin and leukemogen , but its mechanisms of action in humans are still uncertain .
To provide insight into these processes , we carried out a cross-sectional study of 44 healthy workers currently exposed to benzene ( median 8-hr time-weighted average ; 31 ppm ) , and unexposed controls in Shanghai , China .
Here we provide an overview of the study results on peripheral blood cells levels and somatic cell mutation frequency measured by the glycophorin A ( GPA ) gene loss assay and report on peripheral cytokine levels .
All peripheral blood cells levels ( i.e. , total white blood cells , absolute lymphocyte count , platelets , red blood cells , and hemoglobin ) were decreased among exposed workers compared to controls , with the exception of the red blood cell mean corpuscular volume , which was higher among exposed subjects .
In contrast , peripheral cytokine levels ( interleukin-3 , interleukin-6 , erythropoietin , granulocyte colony-stimulating factor , tissue necrosis factor-alpha ) in a subset of the most highly exposed workers ( n = 11 ) were similar to values in controls ( n = 11 ) , suggesting that benzene does not affect these growth factor levels in peripheral blood .
The GPA assay measures stem cell or precursor erythroid cell mutations expressed in peripheral red blood cells of MN heterozygous subjects , identifying NN variants , which result from loss of the GPA M allele and duplication of the N allele , and N phi variants , which arise from gene inactivation .
The NN ( but not N phi ) GPA variant cell frequency was elevated in the exposed workers compared with controls ( mean +/- SD , 13.9 +/- 8.4 mutants per million cells versus 7.4 +/- 5.2 per million cells , ( respectively ; p = 0.0002 ) , suggesting that benzene produces gene-duplicating but not gene-inactivating mutations at the GPA locus in bone marrow cells of exposed humans .
These findings , combined with ongoing analyses of benzene macromolecular adducts and chromosomal aberrations , will provide an opportunity to comprehensively evaluate a wide range of early biologic effects associated with benzene exposure in humans .",1,1,1,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
"This paper describes basic principles underlying the methodology for obtaining quantitative estimates of benzene exposure in the petroleum marketing and distribution industry .
Work histories for 91 cases of leukemia and 364 matched controls ( 4 per case ) identified for a cohort of oil distribution workers up to the end of 1992 were obtained , primarily from personnel records .
Information on the distribution sites , more than 90% of which were closed at the time of data collection , was obtained from site visits and archive material .
Industrial hygiene measurements measured under known conditions were assembled for different tasks .
These were adjusted for conditions where measured data were not available using variables known to influence exposure , such as temperature , technology , percentage of benzene in fuel handled , products handled , number of loads , and job activity .
A quantitative estimate of dermal contact and peak exposure was also made .",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"This study was conducted to evaluate the relationship between leukemia occurrence and long-term , low-level benzene exposures in petroleum distribution workers .
Fourteen cases were identified among a previously studied cohort [ Schnatter et al. , Environ Health Perspect 101 ( Suppl 6):85-89 ( 1993) ] .
Four controls per case were selected from the same cohort , controlling for birth year and time at risk .
Industrial hygienists estimated workplace exposures for benzene , without knowledge of case-control status .
Average benzene concentrations ranged from 0.01 to 6.2 ppm .
Company medical records were used to abstract information on other potential confounders such as cigarette smoking .
Odds ratios were calculated for several exposure metrics .
Conditional logistic regression modeling was used to control for potential confounders .
The risk of leukemia was not associated with increasing cumulative exposure to benzene for these exposure levels .
Duration of benzene exposure was more closely associated with leukemia risk than other exposure metrics , although results were not statistically significant .
A family history of cancer and cigarette smoking were the two strongest risk factors for leukemia , with cumulative benzene exposure showing no additional risk when considered in the same models .
This study is consistent with other data in that it was unable to demonstrate a relationship between leukemia and long-term , low-level benzene exposures .
The power of the study was limited .
Thus , further study on benzene exposures in this concentration range are warranted .",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
